id,category,subcategory,transliteration,translation,arabic,reference
640,Nature & Weather,Invocation for the withholding of the rain,"Allaahumma hawaalaynaa wa laa 'alaynaa. Allaahumma 'alal-'aakaami wadh-dhiraabi, wa butoonil-'awdiyati, wa manaabitish-shajari.","O Allah, let it pass us and not fall upon us, but upon the hills and mountains, and the center of the valleys, and upon the forested lands.",اللهُمَّ حَوَالَيْنَا وَلَا عَلَيْنَا. اللهُمَّ عَلَى الآكَامِ وَاظِّرَابِ، وَبُطُونِ الْأَوْدِيَةِ، وَمَنَابِتِ الشَّجَرِ,"Reference: Al-Bukhari 1/224, Muslim 1/614"
638,Nature & Weather,Invocation for when it rains,Allaahumma sayyiban naafi'an.,"O Allah , (bring) beneficial rain clouds.",اللهُمَّ صَيِّبًا نَافِعًا,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 2/518."
634,Nature & Weather,Invocation for when it thunders,Subhaanal-lathee yusabbihur-ra'du bihamdihi walmalaa'ikatu min kheefatihi.,Glory is to Him Whom thunder and angels glorify due to fear of Him.,سُبْحَانَ الَّذِي يُسَبِّحُ الرَّعْدُ بِحَمْدِهِ وَالْمَلَائِكَةُ مِنْ خِيفَتِهِ,"Reference: Whenever Abdullah bin Zubair (RA) would hear thunder, he would abandon all conversation and say this supplication. See Al-Muwatta' 2/992. It was graded authentic by Al-Albani as a statement of Abdullah bin Zubayr only."
632,Nature & Weather,Invocations for when the wind blows,"Allaahumma 'innee 'as'aluka khayrahaa, wa 'a'oothu bika min sharrihaa.","O Allah, I ask You for the good of it and seek refuge in You against its evil.",اللهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا، وَأَعُوذُ بِكَ مِنْ شَرِّهَا,"Reference: Abu Dawud 4/326, Ibn Majah 2/1228. See also Al-Albani, Sahih Ibn Mjjah 2/305"
633,Nature & Weather,Invocations for when the wind blows,"Allaahumma 'innee 'as'aluka khayrahaa, wa khayra maa feehaa, wa khayra maa 'ursilat bihi wa a'oothu bika min sharrihaa, wa sharri maa feehaa, wa sharri maa 'ursilat bihi.","O Allah, I ask You for the good of it, for the good of what it contains, and for the good of what is sent with it. I seek refuge in You from the evil of it, from the evil of what it contains, and from the evil that is sent with it.",اللهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا، وَخَيْرَ مَا فِيهَا، وَخَيْرَ مَا أُرْسِلَتْ بِهِ وَأَعُوذُ بِكَ مِنْ شَرِّهَا، وَشَرِّ مَا فِيهَا، وَشَرِّ مَا أُرْسِلَتْ بِهِ,"Reference: Muslim 2/616, Al-Bukhari 4/76."
635,Nature & Weather,Some invocations for rain,"Allaahumma 'asqinaa ghaythan mugheethan maree'an maree'an, naafi'an ghayradhaarrin, 'aajilan ghayra 'aajilin.","O Allah, shower upon us abundant rain, beneficial not harmful, swiftly and not delayed.",اللهُمَّ أَسْثِنَا غَيْثًا مُغِيثًا مَرِيئًا مَرِيعًا، نَافِعًا غَيْرَ ضَارٍّ، عَاجِلًا غَيْرَ آجِلٍ,Reference: Abu Dawud 1/303. See also Al-Albani SahihAbu Dawud 1/216.
636,Nature & Weather,Some invocations for rain,"Allaahumma 'aghithnaa, Allaahumma 'aghithnaa, Allaahumma 'aghithnaa.","O Allah, send us rain. O Allah, send us rain. O Allah, send us rain.",اللهُمَّ أَغِثْنَا، اللهُمَّ أَغِثْنَا، اللهُمَّ أَغِثْنَا,"Reference: Al-Bukhari 1/224, Muslim 2/613."
637,Nature & Weather,Some invocations for rain,"Allaahum-masqi 'ibaadaka, wa bahaa'imaka, wanshur rahmataka, wa 'ahyi baladakal-mayyita.","O Allah, give water to Your slaves, and Your livestock, and spread Your mercy, and revive Your dead land.",اللهُمَّ اسْقِ عِبَادَكَ، وَبَهَائِمَكَ، وَانُشُرْ رَحْمَتَكَ، وَأَحْيِ بَلَدَكَ الْمَيِّتَ,Reference: Abu Dawud 1/305. Al-Albani graded it good in Sahih Abu Dawud 1/218.
639,Nature & Weather,Supplication after it rains,Mutirnaa bifadhlillaahi wa rahmatihi.,It has rained by the bounty of Allah and His mercy,مُطِرْنَا بِفَضْلِ اللهِ وَرَحْمَتِهِ,"Reference: Al-Bukhari 1/205, Muslim 1/83."
513,Prayer & Worship,How to recite blessings on the Prophet after the Tashahhud,"Allaahumma salli 'alaa Muhammadin wa 'alaa 'aali Muhammadin, kamaa sallayta 'alaa 'Ibraaheema wa 'alaa 'aali 'Ibraaheema, 'innaka Hameedun Majeed. Allaahumma baarik 'alaa Muhammadin wa 'alaa 'aali Muhammadin, kamaa baarakta 'alaa 'Ibraaheema wa 'alaa 'aali 'Ibraaheema, 'innaka Hameedun Majeed.","O Allah, bestow Your favor on Muhammad and on the family of Muhammad as You have bestowed Your favor on Ibrahim and on the family of Ibrahim, You are Praiseworthy, Most Glorious. O Allah, bless Muhammad and the family of Muhammad as You have blessed Ibrahim and the family of Ibrahim, You are Praiseworthy, Most Glorious.",اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَعَلَى آلِ مُحَمَّدٍ، كَمَا صَلَّيْتَ عَلَى إِبْرَاهِيمَوَعَلَى آلِ إِبْرَاهِيم، إِنَّكَ حَمِيدٌ مَجِيدٌ، اللَّهُمَّ بَارِكَ عَلَى مُحَمَّدٍ وَعَلَى آلِ مُحَمَّدٍ كَمَا بَارَكْتَ عَلَى إِبْرَاهِيمَوَعَلَى آلِ إِبْرَاهِيمَ، إِنَّكَ حَمِيدٌ مَجِيدٌ,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 6/408."
514,Prayer & Worship,How to recite blessings on the Prophet after the Tashahhud,"Allaahumma salli 'alaa Muhammadin wa 'alaa 'azwaajihi wa thurriyyatihi, kamaa sallayta 'alaa 'aali 'Ibraaheema. Wa baarik 'alaa Muhammadin wa 'alaa 'azwaajihi wa thurriyyatihi, kamaa baarakta 'alaa 'aali 'Ibraaheema . 'Innaka Hameedun Majeed.","O Allah, bestow Your favor on Muhammad and upon his wives and progeny as You have bestowed Your favor upon the family of Ibrahim . And bless Muhammad and his wives and progeny as You have blessed the family of Ibrahim , You are full of praise , Most Glorious.",اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَعَلَى أَزْوَاجِهِ وَذُرِّيَّتِهِ، كَمَا صَلَّيْتَ عَلَى آلِ إِبْرَاهِيمَ، وَبَارِكَ عَلَى مُحَمَّدٍ وَعَلَى أَزْوَاجِهِ وَذُرِّيَّتِهِ، كَمَا بَارَكْتَ عَلَى آلِ إِبْرَاهِيمَ، إِنَّكَ حَمِيدٌ مَجِيدٌ,"Reference: Al-Bukhari, from Al-Asqalani, Fathul-Bari 6/ 407, Muslim 1/306."
512,Prayer & Worship,Invocation for At-Tashahhud,"Attahiyyaatu lillaahi wassalawaatu , wattayyibaatu , assalaamu 'alayka 'ayyuhan-Nabiyyu wa rahmatullaahi wa barakaatuhu, assalaamu 'alaynaa wa 'alaa 'ibaadillaahis-saaliheen. 'Ash-hadu 'an laa 'ilaaha 'illallaahu wa 'ash-hadu 'anna Muhammadan 'abduhu wa Rasooluhu.","All greetings of humility are for Allah , and all prayers and goodness . Peace be upon you , O Prophet , and the mercy of Allah and His blessings . Peace be upon us and upon the righteous slaves of Allah . I bear witness that there is none worthy of worship but Allah , and I bear witness that Muhammad is His slave and His Messenger.","التَّحِيَّاتُ لِلَّهِ وَالصَّلَوَاتُ وَالطَّيِّبَاتُ السَّلاَمُ عَلَيْكَ أَيُّهَا النَّبِيُّ وَرَحْمَةُ اللَّهِ وَبَرَكَاتُهُ السَّلاَمُ عَلَيْنَا وَعَلَى عِبَادِ اللَّهِ الصَّالِحِينَ أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ
","Reference: Al-Bukhari, Muslim 1/301. See also Al-Asqalani, Fathul-Bal 1/13"
515,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'innee 'a'oothu bika min l'athaabil-qabri, wa min 'athaabi jahannama, wa min fitnatil-mahyaa walmamaati, wa min sharri fitnatil-maseehid-dajjaal.","O Allah, I seek refuge in You from the punishment of the grave, and from the punishment of Hell-fire, and from the trials of life and death, and from the evil of the trial of the False Messiah.",اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ عَذَابِ الْقَبْرِ، وَمِنْ عَذَابِ جَهَنَّمَ، وَمِنْ فِتْنَةِ الْمَحْيَا وَالْمَمَاتِ، وَمِنْ شَرِّ فِتْنَةِ الْمَسِيحِ الدَّجَّالِ,"Reference: Al-Bukhari 2/102, Muslim 1/412, and this is Muslim's wording."
516,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'innee 'a'oothu bika min 'athaabil-qabri, wa 'a'oothu bika min fitnatil-maseehid-dajjaali, wa 'a'oothu bika min fitnatil-mahyaa walmamaati. Allaahumma 'innee 'a'oothu bika minal-ma'thami walmaghrami.","O Allah, I seek refuge in You from the punishment of the grave, and I seek refuge in You from the trial of the False Messiah, and I seek refuge in You from the trials of life and death. O Allah, I seek refuge in You from sin and from debt.",اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ عَذَابِ الْقَبْرِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الْمَسِيحِ الدَّجَّالِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الْمَحْيَا وَالْمَمَاتِ. اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْمَأْثَمِ وَالْمَغْرَمِ,"Reference: Al-Bukhari 1/202, Muslim 1/412."
517,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'innee dhalamtu nafsee dhulman katheeran, wa laa yaghfiruth-thunooba 'illaa 'Anta, faghfir lee maghfiratan min 'indika warhamnee 'innaka 'Antal-Ghafoorur-Raheem.","O Allah, I have greatly wronged myself and no one forgives sins but You. So, grant me forgiveness and have mercy on me. Surely, you are Forgiving, Merciful.",اللَّهُمَّ إِنِّي ظَلَمْتُ نَفْسِي ظُلْماً كَثِيراً، وَلَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ، فَاغْفِرْ لِي مَغْفِرَةً مِنْ عِنْدِكَ وَارْحَمْنِي إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ,"Reference: Al-Bukhari 8/168, Muslim 4/2078."
518,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'a'innee 'alaa thikrika, wa shukrika, wahusni 'ibaadatika.","O Allah, help me to remember You, to give You thanks , and to perform Your worship in the best manner.",اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ، وَشُكْرِكَ، وَحُسْنِ عِبَادَتِكَ,"Reference: Abu Dawud 2/86, An-Nasa'i 3/53. See also Al-Albani Sahih Abu Dawud 1 /284."
519,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'innee 'a'oothu bika minal-bukhli, wa 'a'oothu bika minal-jubni, wa 'a'oothu bika min 'an 'uradda 'ilaa 'arthalil-'umuri, wa 'a'oothu bika min fitnatid-dunyaa wa 'athaabil-qabri.","O Allah , I seek Your protection from miserliness, I seek Your protection from cowardice, and I seek Your protection from being returned to feeble old age . I seek Your protection from the trials of this world and from the torment of the grave.",اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْبُخْلِ، وَأَعُوذُ بِكَ مِنَ الْجُبْنِ، وَأَعُوذُ بِكَ مِنْ أَنْ أُرَدَّ إِلَى أَرْذَلِ الْعُمُرِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الدُّنْيَا وَعَذَابِ الْقَبْرِ,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 6/35"
520,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,Allaahumma 'innee 'as'alukal-jannata wa 'a'oothu bika minan-naar.,"O Allah , I ask You for Paradise and seek Your protection from the Fire.",اللَّهُمَّ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَأَعُوذُ بِكَ مِنَ النَّارِ,"Reference: Abu Dawud. See also Al-Albani, Sahih Ibn Majah 2/328."
521,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma bi'ilmikal-ghayba wa qudratika 'alal-khalqi 'ahyinee maa 'alimtal-hayaata khayran lee wa tawaffanee 'ithaa 'alimtal-wafaata khayran lee, Allaahumma 'innee 'as'aluka khashyataka fil-ghaybi wash-shahaadati, wa 'as'aluka kalimatal-haqqi fir-ridhaa walghadhabi, wa 'as'alukal-qasda fil-ghinaa walfaqri, wa 'as'aluka na'eeman laa yanfadu, wa 'as'aluka qurrata 'aynin laa tanqati'u, wa 'as'alukar-ridhaa ba'dal-qadhaa'i, wa 'as'aluka bardal-'ayshi ba'dal-mawti, wa 'as'aluka laththatan-nadhari 'ilaa wajhika wash-shawqa 'ilaa liqaa'ikafee ghayri dharraa'a mudhirratin wa laa fitnatin mudhillatin, Allaahumma zayyinnaa bizeenatil-'eemaani waj'alnaa hudaatan muhtadeen.","O Allah, by Your Knowledge of the unseen and by Your Power over creation , let me live if You know that life is good for me , and let me die if You know that death is good for me . O Allah , I ask You to grant me fear of You in private and in public . I ask you for the word of truth in times of contentment and anger . I ask You for moderation in wealth and in poverty . I ask you for blessings never ceasing and the coolness of my eye (i .e . pleasure) that never ends . I ask You for pleasure after Your Judgment and I ask You for a life of coolness after death . I ask You for the delight of gazing upon Your Face and the joy of meeting You without any harm and misleading trials befalling me. O Allah, dress us with the beauty of Faith , and make us guides who are upon (correct) guidance.",اللَّهُمَّ بِعِلْمِكَ الْغَيْبَ وَقُدْرَتِكَ عَلَى الْخَلْقِ أَحْيِنِي مَا عَلِمْتَ الْحَيَاةَ خَيْراً لِي وَتَوَفَّنِي إِذَا عَلِمْتَ الْوَفَاةَ خَيْراً لِي، اللَّهُمَّ إِنِّي أَسْأَلُكَ خَشْيَتَكَ فِي الْغَيْبِ وَالشَّهَادَةِ، وَأَسْأَلُكَ كَلِمَةَ الْحَقِّ فِي الرِّضَا وَالْغَضَبِ، وَأَسْأَلُكَ الْقَصْدَ فِي الْغِنَى وَالْفَقْرِ، وَأَسْأَلُكَ نَعِيماً لَا يَنْفَذُ، وَأَسْأَلُكَ قُرَّةَ عَيْنٍ لَا تَنْقَطِعُ، وَأَسْأَلُكَ الرِّضِا بَعْدَ الْقَضَاءِ، وَأَسْأَلُكَ بَرْدَ الْعَيْشِ بَعْدَ الْمَوْتِ، وَأَسْأَلُكَ لَذَّةَ النَّظَرِ إِلَى وَجْهِكَ وَالشَّوْقَ إِلَى لِقَائِكَ فِي غَيْرِ ضَرَّاءَ مُضِرَّةٍ وَلَا فِتْنَةٍ مُضِلَّةٍ، اللَّهُمَّ زَيِّنَّا بِزِينَةِ الْإِيمَانِ وِاجْعَلْنَا هُدَاةً مُهْتَدِينَ,"Reference: An-Nasa'i 3/54, 55, Ahmad 4/364. See also Al-Albani, Sahih An-Nasa'i 1/281."
522,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'innee 'as'aluka yaaAllaahu bi'annakal-Waahidul-'Ahadus-Samadul-lathee, lam yalid wa lam yoolad, wa lam yakun lahu kufuwan 'Ahad, 'an taghfira lee thunoobee 'innaka 'Antal-Ghafoorur-Raheem.","O Allah , I ask You . O Allah , You are the One , the Only, Self-Sufficient Master, Who was not begotten and begets not and none is equal to Him . Forgive me my sins , surely you are Forgiving, Merciful.",اللَّهُمَّ إِنِّي أَسْأَلُكَ يَا اللهُ بِأَنَّكَ الْوَاحِدُ الْأَحَدُ الصَّمَدُ الَّذِي لَمْ يَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُواً أَحَدٌ، أَنْ تَغْفِرَ لِي ذُنُوبِي إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ,"Reference: An-Nasa'i 3/52, Ahmad 4/338. See also Al-Albani, Sahih An-Nasa'i 1/280 and Sifat Salatun-Nabi, pg. 204."
523,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,"Allaahumma 'innee 'as'aluka bi'anna lakal-hamda laa 'ilaaha 'illaa 'Anta wahdaka laa shareeka laka, Al-Mannaanu, yaa Badee'as-samaawaati wal'ardhi yaa Thal-Jalaali wal-'Ikraam, yaa Hayyu yaa Qayyoomu 'innee 'as'alukal-jannata wa 'a'oothu bika minan-naar.","O Allah, I ask You, as You are the Owner of praise , there is none worthy of worship but You alone , You have no partner . You are the Giver of all good . O Creator of the heavens and the earth, Owner of majesty and honor. O Living and Everlasting One , I ask you for Paradise and I seek refuge in You from the fire.",اللَّهُمَّ إِنِّي أَسْأَلُكَ بِأَنَّ لَكَ الْحَمْدَ لَا إِلهَ إِلَّا أَنْتَ وَحْدَكَ لَا شَرِيكَ لَكَ، الْمَنَّانُ، يَا بَدِيعَ السَّمٰوَاتِ وَالْأَرْضِ يَا ذَا الْجَلَالِ وَالْإِكْرَامِ، يَا حَيُّ يَا قَيُّومُ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَأَعُوذُ بِكَ مِنَ النَّارِ,"Reference: Abu Dawud, An-Nasa'i, Ibn Majah, At-Tirmithi. See also Al-Albani, Sahih Ibn Majah 2/329."
524,Prayer & Worship,Invocations after the final Tashahhud and before ending the prayer,Allaahumma 'innee 'as'aluka bi'annee 'ash-hadu 'annaka 'Antallaahu laa 'ilaaha 'illaa 'Antal-'Ahadus-Samadul-lathee lam yalid wa lam yoolad wa lam yakun lahu kufuwan 'Ahad.,"O Allah, I ask You, by the fact that I bear witness that You are Allah. There is none worthy of worship but You, the Only God, Independent of creation, Who was not begotten and begets not , and none is equal to Him.",اللَّهُمَّ إِنِّي أَسْأَلُكَ بِأَنِّي أَشْهَدُ أَنَّكَ أَنْتَ اللهُ لَا إِلهَ إِلَّا أَنْتَ الْأَحَدُ الصَّمَدُ الَّذِي لَمْ يَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُواً أَحَدٌ,"Reference: Abu Dawud 2/62, Ibn Majah 2/1267, At-Tirmithi 5/515, Ahmad 5/360. See also Al-Albani, Sahih Ibn Majah 2/329 and Sahih At-Tirmithi 3/163."
494,Prayer & Worship,Invocations during Ruku,Subhaana Rabbiyal-'Adheem.,Glory to my Lord the Exalted (three times in Arabic),سُبْحَانَ رَبِّيَ الْعَظِيمِ,"Reference: Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi, and Ahmad. See Al-Albani's Sahih At-Tirmithi 1/83."
495,Prayer & Worship,Invocations during Ruku,Subhaanaka Allaahumma Rabbanaa wa bihamdika Allaahum-maghfir lee.,"Glory is to You , O Allah , our Lord , and praise is Yours . O Allah , forgive me.",سُبْحَانَكَ اللَّهُمَّ رَبَّنَا وَبِحَمْدِكَ اللَّهُمَّ اغْفِرْ لِي,"Reference: Al-Bukhari 1/99, Muslim 1/350."
496,Prayer & Worship,Invocations during Ruku,"Subboohun, Quddoosun, Rabbul-malaa'ikati warrooh.","Glory (to You) , Most Holy (are You) , Lord of the angels and the Spirit.",سُبُّوحٌ، قُدُّوسٌ، رَبُّ الْمَلَائِكَةِ وَالرُّوحِ,"Reference: Muslim 1/353, Abu Dawud 1/230."
497,Prayer & Worship,Invocations during Ruku,"Allaahumma laka raka'tu, wa bika 'aamantu, wa laka 'aslamtu khasha'a laka sam'ee, wa basaree, wa mukhkhee, wa 'adhmee, wa 'asabee, wa mastaqalla bihi qadamee.","O Allah , to You I bow (in prayer) and in You I believe and to You I have submitted. Before You my hearing is humbled , as is my sight , my mind , my bones , my nerves and what my feet have mounted upon (for travel).",اللَّهُمَّ لَكَ رَكَعْتُ، وَبِكَ آمَنْتُ، وَلَكَ أَسْلَمْتُ خَشَعَ لَكَ سَمْعِي، وَبَصَرِي وَمُخِّي، وَعَظْمِي، وَعَصَبِي، وَمَا اسْتَقَلَّ بِهِ قَدَمِي,"Reference: Muslim 1/534, Abu Dawud, An-Nasa'i and At- Tirmithi."
498,Prayer & Worship,Invocations during Ruku,"Subhaana thil-jabarooti, walmalakooti, walkibriyaa'i, wal'adhamati.","Glory is to You, Master of power, of dominion, of majesty and greatness.",سُبْحَانَ ذِي الْجَبَرُوتِ، وَالْمَلَكُوتِ، وَالْكِبْرِيَاءِ، وَالْعَظَمَةِ,"Reference: Abu Dawud 1/230, An-Nasa'i and Ahmad. Its chain of narration is good (Hasan)."
501,Prayer & Worship,Invocations during Sujood,Subhaana Rabbiyal-A 'laa.,"Glory is to my Lord, the Most High. (This is said three times in Arabic.)",سُبْحَانَ رَبِّيَ الأَعْلَى,"Reference: Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi, and Ahmad. See also Al-Albani, Sahih At-Tirmithi 1/83."
502,Prayer & Worship,Invocations during Sujood,Subhaanaka Allaahumma Rabbanaa wa bihamdika Allaahum-maghfir lee.,"Glory is to You , O Allah , our Lord , and praise is Yours . O Allah , forgive me.",سُبْحَانَكَ اللَّهُمَّ رَبَّنَا وَبِحَمْدِكَ اللَّهُمَّ اغْفِرْ لِي,"Reference: Al-Bukhari and Muslim, see invocation no. 34 above"
503,Prayer & Worship,Invocations during Sujood,"Subboohun, Quddoosun, Rabbul-malaa'ikati warrooh","Glory (to You), Most Holy (are You), Lord of the angels and the Spirit.",سُبُّوحٌ، قُدُّسٌ، رَبُّ الْمَلَائِكَةِ وَالرُّوحِ,"Reference: Muslim 1/533, see invocation no. 35 above."
504,Prayer & Worship,Invocations during Sujood,"Allaahumma laka sajadtu wa bika 'aamantu, wa laka 'aslamtu, sajada wajhiya lillathee khalaqahu, wa sawwarahu, wa shaqqa sam'ahu wa basarahu, tabaarakallaahu 'ahsanul-khaaliqeen.","O Allah, to You I prostrate myself and in You I believe. To You I have submitted. My face is prostrated to the One Who created it, fashioned it, and gave it hearing and sight. Blessed is Allah, the Best of creators",اللَّهُمَّ لَكَ سَجَدْتُ وَبِكَ آمَنْتُ، وَلَكَ أَسْلَمْتُ، سَجَدَ وَجْهِيَ لِلَّذِي خَلَقَهُ، وَصَوَّرَهُ، وَشَقَّ سَمْعَهُ وَبَصَرَهُ، تَبَارَكَ اللهُ أَحْسَنُ الْخَالِقِينَ,Reference: Muslim 1/534 and others.
505,Prayer & Worship,Invocations during Sujood,"Subhaana thil-jabarooti, walmalakooti, walkibriyaa'i, wal'adhamati.","Glory is to You, Master of power, of dominion, of majesty and greatness.",سُبْحَانَ ذِي الْجَبَرْوتِ، وَالْمَلَكُوتِ، وَالْكِبْرِيَاءِ، وَالْعَظَمَةِ,"Reference: Abu Dawud 1/230, An-Nasa'i, Ahmad. See also Al-Albani, Sahih Abu Dawud 1/166, see invocation no. 37 above."
506,Prayer & Worship,Invocations during Sujood,"Allaahum-maghfir lee thanbee kullahu, diqqahu wa jillahu, wa 'awwalahu wa 'aakhirahu wa 'alaaniyata hu wa sirrahu.","O Allah, forgive me all my sins, great and small, the first and the last, those that are apparent and those that are hidden.",اللَّهُمَّ اغْفِرْ لِي ذَنْبِي كُلَّهُ، دِقَّهُ وَجِلَّهُ، وَأَوَّلَهُ وَآخِرَهُ وَعَلَانِيَتَهُ وَسِرَّهُ,Reference: Muslim 1/350.
507,Prayer & Worship,Invocations during Sujood,"Allaahumma 'innee 'a'oothu biridhaaka min sakhatika, wa bimu'aafaatika min 'uqoobatika wa 'a'oothu bika minka, laa 'uhsee thanaa'an 'alayka 'Anta kamaa 'athnayta 'alaa nafsika.","O Allah, I seek protection in Your pleasure from Your anger, and I seek protection in Your forgiveness from Your punishment. I seek protection in You from You. I cannot count Your praises. You are as You have praised Yourself.",اللَّهُمَّ إِنِّي أَعُوذُ بِرِضَاكَ مِنْ سَخَطِكَ، وَبِمُعَافَاتِكَ مَنْ عُقُوبَتِكَ، وَاَعُوذُ بِكَ مِنْكَ، لَا أُحصِي ثَنَاءً عَلَيْكَ أَنْتَ كَمَا أَثْنَيْتَ عَلَى نَفْسِكَ,Reference: Muslim 1/352.
539,Prayer & Worship,Invocations for Qunut in the Witr prayer,"Allaahum-mahdinee feeman hadayta, wa 'aafinee feeman 'aafayta, wa tawallanee feeman tawallayta, wa baarik lee feemaa 'a'atayta, wa qinee sharra maa qadhayta, fa'innaka taqdhee wa laa yuqdhaa 'alayka, 'innahu laa yathillu man waalayta, [wa laa ya 'izzu man 'aadayta] , tabaarakta Rabbanaa wa ta'aalayta.","O Allah , guide me with those whom You have guided , and strengthen me with those whom You have given strength. Take me to Your care with those whom You have taken to Your care. Bless me in what You have given me. Protect me from the evil You have ordained. Surely, You command and are not commanded, and none whom You have committed to Your care shall be humiliated [and none whom You have taken as an enemy shall taste glory] . You are Blessed , Our Lord , and Exalted.",اللَّهُمَّ اهْدِنِي فِيمَنْ هَدَيْتَ، وَعَافِنِي فِيمَنْ عَافَيْتَ، وَتَوَلَّنِي فِيمَنْ تَوَلَّيْتَ، وَبَارِكْ لِي فِيمَا أَعطَيْتَ، وَقِنِي شَرَّ مَا قَضَيْتَ، فَإِنَّكَ تَقْضِي وَلَا يُقْضَى عَلَيْكَ، إِنَّهُ لَا يَذِلُّ مَنْ وَالَيْتَ، [وَلَا يَعِزُّ مَنْ عَادَيْتَ]، تَبَارَكْتَ رَبَّنَا وَتَعَالَيْتَ,"Reference: Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi, Ahmad, Ad-Darimi, Al-Hakim, and Al-Bayhaqi. See also Al-Albani, Sahih At-Tirmithi 1/144, Sahih Ibn Majah 1/194, and 'Irwa'ul-GhaW. 2/ 172."
540,Prayer & Worship,Invocations for Qunut in the Witr prayer,"Allaahumma 'innee 'a'oothu biridhaaka min sakhatika, wa bimu'aafaatika min 'uqoobatika, wa 'a'oothu bika minka, laa 'uhsee thanaa'an 'alayka, 'Anta kamaa 'athnayta 'alaa nafsika.","O Allah , I seek refuge with Your Pleasure from Your anger . I seek refuge in Your forgiveness from Your punishment . I seek refuge in You from You . I cannot count Your praises , You are as You have praised Yourself.",اللَّهُمَّ إِنِّي أَعُوذُ بِرِضَاكَ مِنْ سَخَطِكَ، وَبِمُعَافَاتِكَ مِنْ عُقُوبَتِكَ، وأَعُوذُ بِكَ مِنْكَ، لَا أُحْصِي ثَنَاءً عَلَيْكَ، أَنْتَ كَمَا أَثْنَيْتَ عَلَى نَفْسِكَ,"Reference: Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi, Ahmad. See Al-Albani, Sahih At-Tirmithi 3/180, Sahih Ibn Majah 1/194, and 'Irwa'ul-Ghalil. 2/ 175."
